First Name,Last Name,Credentials,Internal Label,Gender,Pulse Location,Location Address 1,Building Name 1,Location Address 2,Building Name 2,Phone Number,Availability,Ages Treated,Specialties,Treatment Modialities,Additional Considerations
Martha,Trujillo,LCPC,Counseling,Female,Virtual,,,,,,Closed to Referrals,"18-25,26-64","Adoption,Aggression/Impulse Control,Anxiety,ADHD,Behavioral Issues,Bipolar,Depression,Domestic Violence/Abuse,Grief and Loss,Infertility,LGBTQ+,Parenting,Perinatal,Personality Disorders,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Sexual Dysfunction/Addiction,Substance Use,Other Addictions","ACT,CBT,CBT,Mindfulness,Solution-Focued Brief Therapy",Virtual oinly 
Martin,Beirne,LCPC,Counseling,Male,Naperville,,,,,,Closed to Referrals,"13-17,18-25,26-64","Chronic Illness/Pain,Depression,Grief and Loss,LGBTQ+,Parenting,Personality Disorders,PTSD/Trauma","ACT,CBT,DBT; Bilingual (English/Spanish)",
Brittany,Bisaillon,LCSW,Counseling,Female,Naperville,,,,,,Closed to Referrals,"5-9,10-12,18-25,26-64","Aggression/Impulse Control,Anxiety,ADHD,ASD/Intellectual Disorders,Behavioral Issues,Bipolar,Depression,Grief and Loss,Psychosis,Racial/Ethnic Concerns,Relationship Issues","ACT,DBT,Motivational Interviewing,Skills System",
Mary,Briegel,"LCSW,CADC",Counseling,Female,Naperville,,,,,,Open to Referrals,"18-25,26-64,65+","Anxiety,ADHD,Bipolar,Depression,Grief and Loss,OCD,Personality Disorders,PTSD/Trauma,Relationship Issues,Spirituality,Substance Use,Other Addictions,Womens Issues","Behavior Therapy,CBT,DBT,Mindfulness,Solution Focused Brief Therapy",Step downs only
Jennifer,Downs-Sandack,"LCPC,CADC",Counseling,Female,Naperville/Woodridge,,,,,,Closed to Referrals,26-64,"Aggression/Impulse Control,Anxiety,Bipolar,Depression,PTSD/Trauma,Substance Use","ACT,CBT,Motivational Interviewing",
Michael,Geraci,LCSW,Counseling,Male,Naperville,,,,,,Closed to Referrals,"13-17,18-25,26-64","Aggression/Impulse Control,ADHD,Depression,Grief and Loss,Mens Issues,Military Veterans/First Responders,Parenting,PTSD/Trauma,Substance Use","DBT,CBT",
Jennifer,Kenneavy,LCSW,Counseling,Female,Naperville,,,,,,Closed to Referrals,"18-25,26-64","Adoption,Aggression/Impulse Control,Anxiety,ADHD,Bipolar,Depression,Death and Dying,Domestic Violence/Abuse,Family Therapy,Grief and Loss,LGBTQ+,OCD,Parenting,Perinatal,Personality Disorders,Psychosis,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues","ACT,DBT,Exposure Response Prevention,EMDR,IFS,Motivational Interviewing,Narrative Therapy",
Erik,Meeks,LCPC,Counseling,Male,Naperville,,,,,,Closed to Referrals,"18-25,26-64,65+","Adoption,Aggression/Impulse Control,Anxiety,ADHD,Bipolar,Chronic Illness/Pain,Depression,Death and Dying,Domestic Violence/Abuse,Grief and Loss,LGBTQ+,OCD,Parenting,Racial/Ethnic Concerns,Relationship Issues,Sexual Dysfunction/Addiction,Spirituality,Substance Use,Other Addictions","ACT,DBT,Motivational Interviewing",
Ashley,Porter,LCSW,Counseling,Female,Naperville,,,,,,Closed to Referrals,"13-17,18-25,26-64","Aggression/Impulse Control,Anxiety,ADHD,Bipolar,Depression,OCD,Parenting,Personality Disorders,Racial/Ethnic Concerns,Relationship Issues,Refusal,Spirituality","ACT,CBT,CBT,Motivational Interviewing",
Bryan,Rebhan,LCPC,Counseling,Male,Naperville,,,,,,Closed to Referrals,"13-17,18-25,26-64","Aggression/Impulse Control,Anxiety,Bipolar,Depression,Grief and Loss,Infertility,Parenting,Personality Disorders,Psychosis,PTSD/Trauma,Sexual Dysfunction/Addiction,Substance Use","Behavior Therapy,Solution-Focused Brief Therapy",Does not accept BCBS insurance
Sharon,Holmes,"LMFT,LPC",Counseling,Female,Mokena,,,,,,Closed to Referrals,"18-25,26-64,65+","Adoption,Anxiety,ADHD,ASD/Intellectual Disorders,Behavioral Issues,Bipolar,Couples Counseling,Depression,Death and Dying,Dementia/Neurocognitive,Family Therapy,Grief and Loss,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Sexual Dysfunction/Addiction,Sleep Issues","Gottman Method,Narrative Therapy,CBT",
Jack,Kane,"LCSW, CADC",Counseling,Male,Mokena,,,,,,Closed to Referrals,"13-17,18-25,26-64,65+","Aggression/Impulse Control,Anxiety,ADHD,ASD/Intellectual Disorders,Bipolar,Chronic Illness/Pain,Couples Counseling,Depression,Death and Dying,Domestic Violence/Abuse,Grief and Loss,LGBTQ+,Parenting,Personality Disorders,Psychosis,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Refusal,Sexual Dysfunction/Addiction,Spirituality,Substance Use,Other Addictions","ACT,CBT,DBT,Mindfulness,Motivational Interviewing",
Monique,Ocanas,LCPC,Counseling,Female,Mokena,,,,,,Closed to Referrals,"18-25,26-64,65+","Anxiety,ADHD,Bipolar,Chronic Illness/Pain,Depression,Grief and Loss,Personality Disorders,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues","CBT,DBT,Expressive Arts,Solution Focused Brief Therapy",
Marcia,Ooms,LCSW,Counseling,Female,Mokena,,,,,,Closed to Referrals,"18-25,26-64,65+","Adoption,Anxiety,ADHD,ASD/Intellectual Disorders,Bipolar,Chronic Illness/Pain,Depression,Death and Dying,Dementia/Neurocognitive,Grief and Loss,Infertility,Parenting,Perinatal,PTSD/Trauma,Relationship Issues,Spirituality,Womens Issues","CBT,DBT,Narrative Therapy",
Kathryn,Ordiway,LSW,Counseling,Female,Mokena,,,,,,Open to Referrals,"13-17,18-25,26-64","Adoption,Anxiety,ADHD,Chronic Illness/Pain,Depression,Eating Disorder,LGBTQ+,Relationship Issues","ACT,DBT,Mindfulness",Step downs only
Jennifer,Randle,LPC,Counseling,Female,Mokena,,,,,,Open to Referrals,"13-17,18-25,26-64","Aggression/Impulse Control,Anxiety,ADHD,Behavioral Issues,Depression,Death and Dying,Grief and Loss,LGBTQ+,OCD,Parenting,Perinatal,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Refusal","CBT,DBT,Mindfulness,Parent-Child Interaction Therapy",
Leah,Stewart,"LCPC,CADC",Counseling,Female,Mokena,,,,,,Closed to Referrals,"13-17,18-25,26-64","Adoption,Aggression/Impulse Control,Anxiety,ADHD,Behavioral Issues,Bipolar,Chronic Illness/Pain,Depression,Death and Dying,Grief and Loss,Infertility,Parenting,Perinatal,Personality Disorders,PTSD/Trauma,Relationship Issues,Refusal,Substance Use,Other Addictions","CBT,DBT,EMDR,Motivational Interviewing",
Connor,Strawn,LCPC,Counseling,Male,Mokena,,,,,,Open to Referrals,"18-25,26-64,65+","Anxiety,ADHD,ASD/Intellectual Disorders,Behavioral Issues,Bipolar,Depression,LGBTQ+,Psychosis,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues","ACT,CBT,DBT",Step downs only
Donell,Bluford,LCSW,Counseling,Male,Plainfield,,,,,,Closed to Referrals,"18-25,26-64","Adoption,Aggression/Impulse Control,Anxiety,ADHD,ASD/Intellectual Disorders,Behavioral Issues,Bipolar,Depression,Grief and Loss,OCD,Personality Disorders,Psychosis,PTSD/Trauma,Relationship Issues,Spirituality,Substance Use","ACT,CBT,DBT",
Robin,Contreras,LCSW,Counseling,Female,Plainfield,,,,,,Closed to Referrals,"5-9,10-12,13-17,18-25","Adoption,Aggression/Impulse Control,Anxiety,ADHD,ASD/Intellectual Disorders,Behavioral Issues,Bipolar,Depression,Eating Disorder,Grief and Loss,LGBTQ+,OCD,Parenting,Personality Disorders,Psychosis,PTSD/Trauma,Relationship Issues,Substance Use","ACT,CBT,DBT,Expressive Arts,Narrative Therapy,Solution-Focused Brief Therapy",
Sara,DeNova,LSW,Counseling,Female,Plainfield,,,,,,Closed to Referrals,"18-25,26-64","Aggression/Impulse Control,Anxiety,ADHD,Behavioral Issues,Bipolar,Depression,LGBTQ+,Perinatal,Personality Disorders,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Spirituality","CBT,DBT,Mindfulness,Motivational Interviewing,Solution-Focused Brief Therapy",
Melissa,Hedlund-Nelson,"PhD,LCPC",Counseling,Female,Plainfield,,,,,,Closed to Referrals,"13-17,18-25,26-64","Adoption,Aggression/Impulse Control,Anxiety,ADHD,ASD/Intellectual Disorders,Behavioral Issues,Bipolar,Chronic Illness/Pain,Depression,Death and Dying,Dementia/Neurocognitive,Domestic Violence/Abuse,Eating Disorder,Gender Identity,Grief and Loss,Infertility,LGBTQ+,OCD,Panic,Parenting,Perinatal,Personality Disorders,Psychosis,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Refusal,Sexual Dysfunction/Addiction,Sleep Issues,Spirituality,Substance Use,Other Addictions","Art and Expressive Therapies,EMDR,Somatic Experiencing",
Nicole,Knepper,LCPC,Counseling,Female,Plainfield,,,,,,Closed to Referrals,"18-25,26-64","Aggression/Impulse Control,Anxiety,ADHD,ASD/Intellectual Disorders,Behavioral Issues,Bipolar,Caregiver Support,Chronic Illness/Pain,Couples Counseling,Depression,Death and Dying,Dementia/Neurocognitive,Eating Disorder,Family Therapy,Gender Identity,Grief and Loss,LGBTQ+,OCD,Parenting,Personality Disorders,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Sexual Dysfunction/Addiction,Spirituality,Substance Use","ACT,DBT,Gottman Method,Mindfulness,Solution-Focused Brief Therapy",
Amy,Medlin,LCPC,Counseling,Female,Plainfield,,,,,,Closed to Referrals,"13-17,18-25,26-64,65+","Adoption,Aggression/Impulse Control,Anxiety,Bipolar,Chronic Illness/Pain,Depression,Death and Dying,Domestic Violence/Abuse,Gender Identity,Grief and Loss,LGBTQ+,OCD,Parenting,Personality Disorders,PTSD/Trauma,Racial/Ethnic Concerns,Refusal,Sleep Issues,Spirituality","ACT,CBT,DBT,CPT,Exposure Response Prevention,Mindfulness,Motivational Interviewing,Narrative Therapy",
Tammy,Tunac,"LCPC,CADC",Counseling,Female,Plainfield,,,,,,Closed to Referrals,"13-17,18-25,26-64,65+","Adoption,Aggression/Impulse Control,Anxiety,Behavioral Issues,Bipolar,Depression,Death and Dying,Domestic Violence/Abuse,Eating Disorder,Grief and Loss,OCD,Parenting,Personality Disorders,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Sexual Dysfunction/Addiction,Sleep Issues,Substance Use,Other Addictions","CBT,DBT,Motivational INterviewing",
Saher,Imtiaz,LCSW,Counseling,Female,St. Charles,,,,,,Closed to Referrals,"18-25,26-64,65+","Aggression/Impulse Control,Anxiety,ADHD,Bipolar,Chronic Illness/Pain,Depression,Dementia/Neurocognitive,Domestic Violence/Abuse,Grief and Loss,Infertility,OCD,Parenting,Perinatal,Personality Disorders,Psychosis,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Sexual Dysfunction/Addiction,Sleep Issues,Spirituality,Substance Use,Other Addictions","DBT,DBT,Mindfulness,Motivational Interviewing,Solution-Focused Brief Therapy",
Samantha,Miemczewski,LCPC,Counseling,Female,St. Charles,,,,,,Closed to Referrals,"18-25,26-64,65+","Aggression/Impulse Control,Anxiety,ADHD,ASD/Intellectual Disorders,Behavioral Issues,Bipolar,Chronic Illness/Pain,Depression,Gender Identity,LGBTQ+,OCD,Parenting,Personality Disorders,Psychosis,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues","ACT,CBT,DBT,Motivational Interviewing,Play Therapy,Sandplay",
Sarah,Mulligan,LCPC,Counseling,Female,Naperville,,,,,,Closed to Referrals,"10-12,13-17,18-25,26-64","Aggression/Impulse Control,Anxiety,ADHD,ASD/Intellectual Disorders,Behavioral Issues,Bipolar,Chronic Illness/Pain,Couples Counseling,Depression,Death and Dying,Domestic Violence/Abuse,Eating Disorder,Family Therapy,Gender Identity,Grief and Loss,LGBTQ+,OCD,Personality Disorders,Psychosis,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Refusal,Sexual Dysfunction/Addiction,Sleep Issues,Substance Use,Other Addictions","CBT-E,DBT,Gottman Method,Exposure Response Prevention,Motivational Interviewing,Play Therapy",
Melanie,Heap,"LCSW,PMH-C",Counseling,Female,Woodridge,,,,,,Closed to Referrals,"18-25,26-64","Adoption,Anxiety,Depression,Death and Dying,Domestic Violence/Abuse,Gender Identity,Grief and Loss,Infertility,LGBTQ+,Parenting,Perinatal,Personality Disorders,Racial/Ethnic Concerns,Relationship Issues,Spirituality,Womens Issues","Mindfulness,Motivational Interviewing,Solution-Focused Brief Therapy",
Dylan,Panuska,"PsyD,CADC",Counseling,Male,Woodridge,,,,,,Closed to Referrals,"18-25,26-64,65+","Aggression/Impulse Control,Anxiety,ADHD,Bipolar,Chronic Illness/Pain,Depression,Death and Dying,Dementia/Neurocognitive,Eating Disorder,Gender Identity,Grief and Loss,LGBTQ+,OCD,Panic,Parenting,Personality Disorders,Psychosis,PTSD/Trauma,Sexual Dysfunction/Addiction,Sleep Issues,Substance Use,Other Addictions","ACT,Behavior Therapy,DBT,Mindfulness,Motivational Interviewing,Narrative Therapy,Solution-Focused Brief Therapy",
Tara,Reimer,"LCSW,CAGCS",Counseling,Female,Woodridge,,,,,,Closed to Referrals,"18-25,26-64,65+","Anxiety,Bipolar,Caregiver Support,Chronic Illness/Pain,Depression,Death and Dying,Dementia/Neurocognitive,Domestic Violence/Abuse,Grief and Loss,LGBTQ+,OCD,Panic,Personality Disorders,Psychosis,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues","ACT,CPT,DBT,Mindfulness,Narrative Therapy,Solution-Focused Brief Therapy,Structural Family Therapy",
Radostina,Yakimova-Marfoe,LCPC,Counseling,Female,Woodridge,,,,,,Closed to Referrals,"18-25,26-64,65+","Adoption,Anxiety,Bipolar,Chronic Illness/Pain,Depression,Death and Dying,Grief and Loss,LGBTQ+,OCD,Panic,Parenting,Psychosis,PTSD/Trauma,Relationship Issues,Substance Use,Other Addictions","ACT,Art Therapy,DBT,EMDR,Motivational Interviewing,Structural Family Therapy",
Laima,Zavistauskas,LCPC,Counseling,Female,Woodridge,,,,,,Closed to Referrals,"18-25,26-64","Anxiety,ADHD,Bipolar,Depression,Death and Dying,Grief and Loss,OCD,Panic,Parenting,Personality Disorders,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues","ACT,DBT,Narrative Therapy,Solution-Focused Brief Therapy",
Lauren,Campbell,"LCSW,PMH-C",Counseling,Female,Woodridge,,,,,,Closed to Referrals,"18-25,26-64","Aggression/Impulse Control,Anxiety,ADHD,Bipolar,Couples Counseling,Depression,Domestic Violence/Abuse,Gender Identity,LGBTQ+,Parenting,Perinatal,Personality Disorders,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Womens Issues","ACT CBT,DBT,Mindfulness,Gottman",
Paw,Say-Ku,LPC,Counseling,Female,Woodridge,,,,,,Closed to Referrals,"10-12,13-17,18-25,26-64","Aggression/Impulse Control,Anxiety,ADHD,Behavioral Issues,Couples Counseling,Depression,Gender Identity,Grief and Loss,LGBTQ+,Panic,Parenting,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Refusal,Sexual Dysfunction/Addiction,Spirituality,Substance Use,Other Addictions","Couples Counseling,CBT,Motivational Interviewing,Solution-Focused Brief Therapy",
Lindsey,Harrington,PsyD,Counseling,Female,Naperville,,,,,,Closed to Referrals,"13-17,18-25,26-64,65+","Anxiety,Military Veterans/First Responders,OCD,Panic,Parenting,Perinatal,PTSD/Trauma,Relationship Issues,Womens Issues","ACT,DBT,Exposure Response Prevention",
Katherine,Fearon,LCSW,Counseling,Female,NCH,,,,,,Closed to Referrals,"18-25,26-64,65+","Aggression/Impulse Control,Anxiety,Behavioral Issues,Bipolar,Depression,Gender Identity,Grief and Loss,LGBTQ+,Personality Disorders,Psychosis,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Substance Use,Other Addictions","ACT,CBT,DBT,CPT,Motivational Interviewing,SFBT,Art Therapy,Somatic Experiencing",
Alison,Dixon,"LCSW,CADC",Counseling,Female,Naperville,,,,,,Closed to Referrals,"18-25,26-64","Substance Use,Other Addictions",,
Stephanie,Snow,,Counseling,Female,Naperville,,,,,,Closed to Referrals,"18-25,26-64,65+","Substance Use,Other Addictions",,
Amanda,Schwellenbach,"LCPC,ATR",Counseling,Female,NCH,,,,,,Closed to Referrals,"18-25,26-64,65+","Adoption,Anxiety,ADHD,Bipolar,Caregiver Support,Depression,Death and Dying,Gender Identity,Infertility,LGBTQ+,Military Veterans/First Responders,Parenting,Perinatal,PTSD/Trauma,Relationship Issues,Womens Issues","Art Therapy,Motivational Interviewing.",
Stephanie,Stanislawcyzk,LCSW,Counseling,Female,NCH,,,,,,Open to Referrals,"13-17,18-25,26-64,65+","Aggression/Impulse Control,Anxiety,ADHD,ASD/Intellectual Disorders,Behavioral Issues,Bipolar,Caregiver Support,Depression,Death and Dying,Dementia/Neurocognitive,Domestic Violence/Abuse,Family Therapy,Grief and Loss,Panic,Parenting,Perinatal,Personality Disorders,PTSD/Trauma,Relationship Issues,Sleep Issues,Spirituality,Substance Use,Womens Issues","Biofeedback,CBT,DBT,Exposure,Family Therapy,IFS,Mindfulness,Motivational Interviewing,Solution-Focused Brief Therapy",Experience working in schools
Shama,Joshi,LCSW,Counseling,Female,NCH,,,,,,Open to Referrals,"13-17,18-25,26-64","Adoption,Aggression/Impulse Control,Anxiety,ADHD,ASD/Intellectual Disorders,Behavioral Issues,Bipolar,Caregiver Support,Chronic Illness/Pain,Couples Counseling,Depression,Death and Dying,Domestic Violence/Abuse,Family Therapy,Grief and Loss,Infertility,Mens Issues,Panic,Parenting,Perinatal,Psychosis,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Refusal,Sleep Issues,Spirituality,Womens Issues",Bilingual: English/Gujarati. Utilizes CBT and DBT approaches,
Pagel,Palmer,"LMFT,CADC",Counseling,Female,Addison,,,,,,Open to Referrals,"5-9,10-12,13-17,18-25,26-64","Anxiety,ADHD,Behavioral Issues,Bipolar,Couples Counseling,Depression,Death and Dying,Family Therapy,Gender Identity,Grief and Loss,LGBTQ+,Mens Issues,Military Veterans/First Responders,Panic,Personality Disorders,PTSD/Trauma,Racial/Ethnic Concerns,Relationship Issues,Sleep Issues,Substance Use","Play Therapy,Bowenian Family Therapy approaches",
